2xi3,2.4,2.5,24.7,25.2
2y2w,3.0,2.1,52.3,57.4
1ybw,15.6,13.4,10.9,9.2
3p98,7.2,6.7,9.2,10.9
1okc,13.5,9.5,5.8,6.7
1rad,6.8,3.7,14.8,15.2
1ayw,8.9,9.6,4.7,4.0
3cgq,2.3,3.7,2.3,1.3
1u58,5.2,3.6,6.3,6.5
3m5c,5.0,4.0,6.9,7.8
2guv,4.8,4.4,5.7,6.9
1xdc,8.4,5.7,7.6,9.1
2uuk,6.7,6.6,9.2,7.4
1sve,1.4,1.5,8.1,6.9
3pzp,13.8,12.1,15.0,17.6
1jlk,12.0,9.7,5.8,5.6
4kqt,0.4,0.4,5.2,2.8
3op2,2.7,2.0,17.5,15.5
3hky,0.8,1.1,21.5,23.8
1gkc,6.1,4.9,6.5,5.8
1xda,26.5,6.9,5.8,4.0
4ed8,2.8,2.2,14.9,10.8
1acb,16.7,11.5,5.8,5.4
2y2p,6.6,4.5,12.8,10.1
3pp1,5.0,4.3,7.6,5.5
1t5t,8.4,7.4,23.3,18.6
2rhu,4.8,4.3,6.7,7.8
3pjf,4.8,3.9,8.9,11.1
2div,37.7,14.3,31.6,33.0
2znv,3.0,2.5,13.6,14.1
2ew1,16.3,15.4,4.2,3.8
2p09,3.7,1.6,3.3,1.9
3oiq,10.4,7.7,4.7,3.8
2c14,9.7,8.4,18.1,17.6
3eyd,6.5,5.0,6.9,7.5
4dt1,5.2,3.9,9.7,7.7
4e3d,1.2,5.3,5.5,5.9
1unc,6.2,20.8,16.1,20.1
1obw,4.4,2.8,9.2,9.9
3src,2.8,2.5,15.4,14.7
2i9p,2.1,1.6,18.9,21.3
2g07,5.0,3.8,10.7,12.8
3kdc,2.1,4.2,6.1,4.9
3o5o,14.3,4.3,6.6,3.2
1ec2,3.9,4.0,4.5,3.9
3r9d,11.7,9.7,7.7,6.4
3sbm,0.2,0.7,7.6,6.4
1yyj,53.7,22.0,16.5,21.0
1qjp,38.4,19.1,4.7,3.1
2kry,22.1,9.2,6.2,6.2
4ecw,3.6,1.6,12.3,10.6
3orh,1.8,1.4,18.1,20.7
2kg5,6.8,0.0,23.9,25.4
1g5n,3.6,3.6,7.0,7.6
4gqk,2.6,1.6,9.2,7.8
3ztv,2.9,2.3,9.9,12.8
6std,2.6,2.3,9.8,11.9
3js8,10.1,7.2,9.5,12.6
4g1h,3.8,2.5,5.4,3.6
1tuu,10.1,7.7,13.0,15.5
1ehd,4.0,1.7,2.8,1.7
2qm1,8.8,7.8,28.7,28.4
3kbs,6.7,3.5,7.4,7.8
4fc8,6.0,4.0,5.7,4.9
2e21,22.7,18.6,21.1,28.5
2f9j,6.4,5.2,5.9,5.1
4c1b,0.5,0.5,9.1,8.6
2jlg,17.7,13.1,30.9,38.9
3fjv,2.6,2.5,9.8,8.6
3vce,3.4,2.9,4.5,4.1
3de4,13.5,4.1,7.1,6.0
2hnk,1.6,1.4,13.2,15.7
2ee7,34.5,5.3,43.3,41.9
4hza,5.6,3.2,6.8,5.1
2xza,13.1,10.1,10.2,9.8
4ip7,6.5,6.3,50.2,46.2
1w3q,3.2,3.8,4.8,4.0
3lc9,9.4,6.7,4.1,3.4
2d0g,8.3,6.7,11.7,15.8
1u2q,9.8,8.0,3.9,3.3
2psh,2.3,2.2,10.8,13.7
1p7t,15.3,13.4,21.9,33.5
3pay,1.1,1.7,24.2,23.2
1m3q,5.9,5.9,7.4,7.7
3myo,2.6,2.5,10.8,12.8
3par,9.3,8.1,3.9,3.0
1rgy,3.7,2.9,9.1,8.9
4mpq,0.4,0.4,8.2,7.6
3m3x,4.1,4.6,7.2,6.4
3qm8,29.3,12.3,8.8,4.4
1r2y,11.2,10.5,6.5,6.8
1r4e,4.1,10.1,8.5,7.8
4g43,7.7,6.2,13.1,16.4
2ady,11.6,9.8,9.1,8.8
3fck,4.5,2.2,5.2,5.4
1zcn,7.5,6.1,3.9,3.5
1el8,5.1,3.8,17.4,18.4
2x8o,8.1,8.4,6.2,6.7
3qnq,21.4,18.0,26.0,34.1
7prn,6.3,4.1,5.5,4.9
3o8e,2.9,0.9,14.3,14.3
4b0z,5.3,4.5,13.7,10.3
4g03,4.7,4.3,17.2,20.5
3sz0,6.9,6.0,11.1,8.9
3eer,2.2,2.3,4.7,2.7
1bt5,3.5,2.6,7.3,6.8
2zq7,5.1,5.0,7.8,7.8
4aw2,2.6,2.0,9.8,8.8
2c9j,6.8,7.4,32.5,47.0
3oa6,25.8,26.9,6.1,5.7
3php,11.7,6.7,7.7,7.1
3uh8,1.1,0.0,4.0,2.1
3ia7,4.5,3.8,18.7,16.8
2yev,8.6,5.4,41.4,50.6
3g2a,12.5,8.0,1.8,0.6
1w8x,64.2,34.8,70.7,91.2
1axx,6.9,0.0,28.7,34.2
1jv7,22.6,12.6,4.7,4.6
3kxc,8.5,2.8,7.8,5.9
1vrk,8.2,6.4,5.3,3.3
3buc,5.8,4.4,5.5,4.6
4a2d,6.7,2.5,8.6,10.2
3gk1,12.2,4.9,3.0,1.6
2kar,0.0,0.0,2.0,0.8
4hcr,6.8,6.5,25.8,24.6
3l75,23.1,16.6,58.8,78.8
1k0n,5.0,4.5,7.8,7.9
1t96,5.9,3.6,9.2,11.4
2q21,27.0,25.3,4.3,3.7
4fyx,2.2,1.9,14.8,19.4
2g0f,8.2,5.5,4.7,2.9
3p93,3.3,2.7,47.0,73.5
3qtv,2.1,1.0,10.4,7.2
3eyq,24.4,19.9,7.4,6.9
3cik,2.6,2.2,15.5,17.7
3ke3,0.5,0.9,9.4,7.7
2xzc,15.7,11.8,10.4,10.3
2plf,25.9,22.3,7.5,7.7
2f8o,2.1,1.0,4.7,4.0
4elr,5.6,3.3,10.5,12.3
3csy,14.7,8.7,45.5,49.2
2bhp,2.1,1.8,28.4,26.5
4dlz,1.7,2.2,5.4,3.9
3hz8,1.2,1.3,5.7,4.6
1zvr,14.5,10.7,9.6,12.6
2gp0,4.3,3.0,7.6,6.7
1t1o,0.0,0.0,1.5,0.8
1riv,3.1,2.7,8.8,8.0
