4hxt,12.60,10.50,2.10,0.0
1o8t,14.70,14.70,0.00,0.0
2aqs,15.10,14.30,0.80,0.0
1rkq,7.90,7.70,0.20,0.0
3qut,5.20,4.70,0.50,0.0
3ti9,7.80,7.30,0.60,0.0
2qms,15.30,12.20,3.10,0.0
3gyd,11.20,9.90,1.30,0.0
1gez,9.20,5.20,3.50,0.4
2jek,7.90,5.00,2.90,0.0
3rht,6.30,6.10,0.10,0.1
1f2z,15.20,8.50,6.70,0.0
4ife,17.60,17.60,0.00,0.0
1gm4,35.20,32.30,3.00,0.0
3boj,11.80,10.40,1.50,0.0
1pdp,0.00,0.00,0.00,0.0
1yxs,9.80,9.20,0.70,0.0
1djp,14.70,14.50,0.20,0.0
3tl3,6.30,6.10,0.10,0.0
4dmw,13.40,13.20,0.20,0.0
2uyq,7.90,7.40,0.50,0.0
1ueb,7.80,7.80,0.00,0.0
2jrk,0.30,0.30,0.00,0.0
3k7g,10.90,8.70,2.20,0.0
1gf5,14.90,10.50,3.90,0.4
1zmr,7.80,7.80,0.00,0.0
4f3w,6.60,6.00,0.60,0.0
1rva,8.90,8.80,0.10,0.0
2ipb,12.00,11.70,0.30,0.0
4k1p,13.00,12.60,0.40,0.0
1pn6,0.00,0.00,0.00,0.0
1g2u,15.30,14.40,0.90,0.0
1o7k,12.10,11.60,0.50,0.0
3g1b,11.10,8.80,2.30,0.0
3lgw,17.60,16.50,1.10,0.0
1jwq,11.90,11.60,0.30,0.0
2qck,17.90,9.90,8.00,0.0
4ezv,13.60,13.40,0.30,0.0
4fdj,14.30,13.60,0.60,0.0
1lzy,13.90,13.00,1.00,0.0
2med,8.20,5.00,2.70,0.5
3i31,15.20,11.20,3.20,0.8
3t7f,13.30,10.60,2.40,0.2
1pn7,0.00,0.00,0.00,0.0
2ejx,7.80,6.50,1.30,0.0
4kns,5.20,5.00,0.10,0.0
2atb,11.30,7.70,3.20,0.5
1h51,13.50,13.00,0.30,0.2
2q30,10.40,10.20,0.10,0.0
2r3s,8.50,7.40,1.10,0.0
3ju3,12.30,6.90,4.90,0.5
3fao,8.00,6.30,1.70,0.0
1a3n,9.50,9.20,0.00,0.3
1pn8,0.00,0.00,0.00,0.0
1tpk,16.00,13.50,2.50,0.0
1rxr,4.10,4.10,0.00,0.0
3n9x,7.20,7.20,0.00,0.0
1l0d,10.80,9.20,1.60,0.0
1nia,20.50,15.50,3.80,1.2
2hzr,5.90,5.20,0.70,0.0
2jfc,8.50,8.20,0.30,0.0
1qza,0.00,0.00,0.00,0.0
3eja,7.60,7.10,0.50,0.0
2nrt,8.80,6.60,2.10,0.0
1qzb,0.00,0.00,0.00,0.0
1iad,6.20,5.90,0.30,0.0
1h14,10.60,9.40,0.70,0.4
2xmk,8.00,8.00,0.00,0.0
4gh9,9.70,6.80,2.90,0.0
1eqp,9.20,8.20,1.10,0.0
1cb2,16.60,14.40,2.30,0.0
1qzc,0.00,0.00,0.00,0.0
1zic,14.90,11.90,3.00,0.0
4gkb,5.70,5.60,0.10,0.0
2hrz,10.60,9.20,1.40,0.0
3tgi,11.70,11.70,0.00,0.0
3uaa,18.70,17.60,0.70,0.4
2j1k,8.70,8.50,0.10,0.0
1qzd,0.00,0.00,0.00,0.0
4lfh,8.60,7.70,0.80,0.0
3i3c,12.00,11.70,0.30,0.0
2trx,11.10,10.00,1.10,0.0
1meo,9.50,8.30,0.60,0.6
1xwb,11.70,8.30,3.00,0.4
1txg,9.80,9.00,0.40,0.4
4m0g,8.10,8.10,0.00,0.0
1op9,9.90,9.20,0.70,0.0
1poo,13.40,13.40,0.00,0.0
4dej,4.10,3.80,0.30,0.0
2rqq,1.10,1.10,0.00,0.0
1r2x,0.00,0.00,0.00,0.0
3kya,7.80,7.10,0.70,0.0
1tlx,14.90,13.70,1.20,0.0
2kik,6.30,6.30,0.00,0.0
1t1m,0.00,0.00,0.00,0.0
2wfq,5.60,4.10,1.50,0.0
2npb,3.60,3.60,0.00,0.0
2l8o,14.30,14.30,0.00,0.0
1t1o,0.00,0.00,0.00,0.0
4g9m,7.60,6.30,1.30,0.0
1k75,16.50,15.80,0.70,0.0
4hik,9.10,8.70,0.00,0.4
1thd,0.00,0.00,0.00,0.0
3n2s,9.00,8.30,0.70,0.0
3hu2,7.50,7.30,0.20,0.0
3op6,6.70,5.00,1.70,0.0
4d8x,13.10,10.60,2.50,0.0
1jon,13.00,13.00,0.00,0.0
2e3a,11.30,8.70,2.60,0.0
1tja,0.00,0.00,0.00,0.0
2zxq,8.10,8.10,0.10,0.0
2hje,11.00,9.80,1.20,0.0
4jci,9.20,8.50,0.60,0.1
2v9y,20.70,8.30,12.40,0.0
3be5,10.50,10.20,0.30,0.0
4j8z,13.20,11.20,2.00,0.0
2w5g,6.20,5.90,0.30,0.0
3uhq,11.20,10.50,0.60,0.0
3eqn,10.20,10.10,0.10,0.0
2dsp,12.90,11.90,1.00,0.0
1tp9,10.00,8.10,1.60,0.3
4a8o,4.40,3.70,0.70,0.0
3ol4,6.70,5.70,1.00,0.0
1zn1,0.00,0.00,0.00,0.0
4jos,12.80,10.70,2.10,0.1
3q4a,7.50,5.40,2.10,0.0
3n72,12.10,9.10,3.00,0.0
3j1b,5.10,5.10,0.00,0.0
4h61,11.80,11.40,0.40,0.0
4fvr,11.70,11.00,0.70,0.0
1ip4,7.00,5.30,1.80,0.0
2agn,0.00,0.00,0.00,0.0
4a27,9.80,9.20,0.60,0.0
3sqd,17.20,16.50,0.60,0.1
3mnz,11.60,10.40,1.00,0.3
1xbt,9.90,9.50,0.40,0.0
2hdz,7.40,7.40,0.00,0.0
3e8j,5.40,5.30,0.10,0.0
2akh,0.00,0.00,0.00,0.0
1h6u,15.70,12.60,2.70,0.4
4f30,6.10,5.70,0.50,0.0
3qnx,8.30,7.40,0.90,0.0
2rs2,0.90,0.90,0.00,0.0
2y6j,8.40,6.20,2.20,0.0
2am5,12.70,11.20,1.50,0.0
2j8w,9.70,9.50,0.00,0.2
1ip6,8.80,4.80,4.00,0.0
1b2s,12.60,12.30,0.30,0.0
2aki,0.00,0.00,0.00,0.0
2vlu,4.80,4.00,0.80,0.0
1mri,28.90,25.10,3.80,0.0
1vki,8.70,8.70,0.00,0.0
2f8o,6.20,5.30,0.90,0.0
2igi,25.60,17.20,3.40,5.0
1jcd,9.70,6.90,2.80,0.0
3vfp,9.60,9.30,0.30,0.0
2bk2,0.00,0.00,0.00,0.0
1qh4,12.70,12.10,0.60,0.0
2h1t,11.10,10.50,0.60,0.0
3pr9,9.20,7.70,1.50,0.0
4leh,4.30,4.20,0.10,0.0
4dfs,10.20,9.90,0.30,0.0
4bsj,10.90,8.60,2.40,0.0
2fvo,0.00,0.00,0.00,0.0
3qz5,14.90,14.50,0.40,0.0
2alp,7.90,7.90,0.00,0.0
1zuo,9.70,8.50,1.20,0.0
3qfp,5.00,4.70,0.30,0.0
2kzq,21.20,21.20,0.00,0.0
4aif,19.80,17.20,2.60,0.0
2xi2,10.50,10.00,0.50,0.0
3m4b,23.80,21.60,2.20,0.0
1ibi,5.30,5.30,0.00,0.0
2i68,1.20,1.20,0.00,0.0
2qjj,12.30,11.70,0.60,0.0
1wh6,1.80,1.80,0.00,0.0
3pra,13.20,12.20,1.00,0.0
3lhx,9.20,9.20,0.00,0.0
1i5t,23.50,23.50,0.00,0.0
3ow1,10.60,10.60,0.10,0.0
3rnq,8.30,7.50,0.80,0.0
1npf,13.10,11.90,1.20,0.0
3u9o,9.90,8.90,0.90,0.0
3gs9,13.90,12.90,1.00,0.0
3awy,12.50,11.80,0.70,0.0
4f60,8.40,8.30,0.00,0.2
1gbs,6.70,6.70,0.00,0.0
1u2h,15.40,12.40,3.00,0.0
2iy3,0.00,0.00,0.00,0.0
3lku,11.20,9.80,1.30,0.0
4k25,6.40,6.00,0.40,0.0
4fbp,14.20,14.10,0.20,0.0
3siy,7.90,7.60,0.30,0.0
2ola,8.60,8.30,0.40,0.0
4f1e,7.70,7.50,0.20,0.0
2p6v,11.10,9.20,1.80,0.0
2o0f,0.00,0.00,0.00,0.0
4db2,10.30,10.10,0.20,0.0
1wbj,12.00,11.70,0.20,0.1
3o8j,10.10,10.10,0.00,0.0
4gm2,7.00,6.70,0.30,0.0
4b4n,9.30,7.30,2.00,0.0
1cce,9.10,9.10,0.00,0.0
3q93,3.60,3.20,0.40,0.0
3tyy,9.70,8.10,1.60,0.0
2of6,0.00,0.00,0.00,0.0
2qtj,14.40,0.00,0.00,14.4
1gew,14.00,12.90,1.10,0.0
3svt,8.70,8.40,0.30,0.0
1yxy,8.10,7.50,0.40,0.1
2hvm,9.70,9.50,0.20,0.0
1ukz,14.90,14.50,0.30,0.0
1w5g,11.80,6.90,4.90,0.0
1x74,10.00,9.50,0.40,0.0
3o90,4.30,4.30,0.00,0.0
3o7o,5.90,5.80,0.10,0.0
3leq,7.80,6.50,1.30,0.0
2r1g,0.00,0.00,0.00,0.0
2v32,12.10,11.50,0.60,0.0
2ik6,6.10,6.00,0.10,0.0
2o1k,12.20,9.60,2.60,0.0
1b0t,17.40,16.80,0.60,0.0
3a1a,12.70,9.30,3.40,0.0
4hb5,17.40,16.80,0.60,0.0
2rec,3.30,0.00,0.00,3.3
3uvx,7.20,6.80,0.40,0.0
1nmi,14.00,14.00,0.00,0.0
3egn,14.00,13.10,1.00,0.0
4eqy,4.70,4.60,0.10,0.0
3ue7,21.50,17.80,3.70,0.0
3otm,11.30,10.40,0.90,0.0
1kq3,9.60,9.10,0.50,0.0
3r5u,13.00,11.70,1.30,0.0
2h49,0.00,0.00,0.00,0.0
1pt2,4.30,3.60,0.70,0.0
2vaz,0.00,0.00,0.00,0.0
3vua,13.30,12.30,1.00,0.0
2biy,17.90,8.80,9.00,0.0
1erw,6.50,5.30,1.20,0.0
2ppf,8.90,8.00,0.60,0.4
1hpm,10.90,9.80,1.10,0.0
2vrh,0.00,0.00,0.00,0.0
1fsb,36.70,36.70,0.00,0.0
3lef,7.70,7.30,0.40,0.0
3mor,10.20,8.90,1.30,0.0
1ia6,11.30,10.70,0.60,0.0
1l4t,0.00,0.00,0.00,0.0
3g0s,11.00,10.10,0.80,0.1
1znx,10.30,7.20,3.10,0.0
1bjn,9.50,9.30,0.20,0.0
1oah,22.50,22.10,0.40,0.0
2vb5,0.80,0.80,0.00,0.0
1lax,12.60,11.70,0.90,0.0
1oss,11.70,11.40,0.30,0.0
1n9e,11.80,11.20,0.10,0.5
2x8q,0.00,0.00,0.00,0.0
3tlr,12.70,10.70,1.20,0.8
1edj,0.70,0.70,0.00,0.0
3k12,10.10,9.40,0.80,0.0
2w5m,6.70,6.40,0.00,0.3
2xyy,43.60,0.00,0.00,43.6
3r9p,7.60,6.90,0.70,0.0
1ptx,9.00,8.10,0.90,0.0
1al2,7.70,7.70,0.00,0.0
4jen,10.40,10.00,0.40,0.0
1o1m,14.20,13.70,0.40,0.0
1q5p,12.00,12.00,0.00,0.0
3qfj,5.90,5.90,0.00,0.0
3ajq,9.60,8.60,1.00,0.0
3qt3,8.60,8.10,0.40,0.1
1ucw,11.20,8.90,2.30,0.0
3ubi,7.60,5.60,2.00,0.0
4h8y,10.30,8.40,1.90,0.0
2gen,9.80,6.80,2.90,0.0
4gi3,3.60,3.60,0.00,0.0
2xyz,31.30,0.00,0.00,31.3
3dx6,9.50,8.80,0.70,0.0
3v56,7.30,6.80,0.60,0.0
1q24,9.30,9.00,0.30,0.0
1xla,15.20,12.80,2.30,0.0
3cs3,5.70,5.20,0.50,0.0
1fvj,9.40,8.70,0.70,0.0
4bfg,10.90,9.60,1.30,0.0
3mfa,11.50,10.30,1.30,0.0
1ygg,11.00,10.90,0.10,0.0
3qbp,6.00,5.80,0.20,0.0
4jjr,9.50,8.70,0.90,0.0
2j56,10.40,10.00,0.30,0.1
4fth,32.90,31.30,1.70,0.0
2a40,12.20,11.70,0.40,0.1
4jrq,4.90,4.70,0.20,0.0
3go0,12.70,9.50,3.20,0.0
2z9q,0.00,0.00,0.00,0.0
1o4c,16.90,9.80,6.60,0.5
3k2l,14.70,13.90,0.80,0.0
2wua,12.50,12.40,0.10,0.0
1wmn,12.70,12.50,0.20,0.0
2y9p,9.30,9.00,0.20,0.0
3q7r,11.40,10.00,1.40,0.0
3c6d,0.00,0.00,0.00,0.0
1b4l,10.50,10.00,0.40,0.0
2rjz,9.60,8.00,1.60,0.0
3zfd,6.30,5.90,0.40,0.0
3pos,5.20,4.90,0.30,0.0
3de8,14.40,12.90,1.20,0.3
4au4,9.40,9.20,0.20,0.0
1xlb,13.60,11.10,2.50,0.0
3ufi,7.40,5.70,1.70,0.0
3bxl,10.90,9.40,1.50,0.0
2qjz,6.10,4.70,1.40,0.0
1s5b,10.10,9.80,0.30,0.0
3p74,6.50,5.90,0.60,0.0
2fch,10.50,10.00,0.50,0.0
1oaq,8.80,7.80,1.10,0.0
3c9v,101.80,0.00,0.00,101.8
1arx,12.80,9.90,1.10,1.7
2r9g,5.50,5.30,0.20,0.0
2qmo,12.80,12.30,0.50,0.0
2jcw,7.90,7.90,0.00,0.0
1vwb,12.00,9.20,2.80,0.0
3ars,5.60,5.60,0.00,0.0
3boh,14.30,12.90,1.20,0.3
2r1v,12.90,11.70,1.20,0.0
2ako,8.10,7.80,0.40,0.0
2apr,7.00,6.20,0.80,0.0
3ooa,10.50,9.90,0.50,0.0
3j3p,1.70,0.00,0.00,1.7
1ckd,6.60,4.80,1.80,0.0
3goh,10.50,10.50,0.00,0.0
4afl,10.70,9.80,0.90,0.0
4h1s,8.30,8.30,0.10,0.0
2bj2,1.60,1.60,0.00,0.0
1kx2,15.20,15.20,0.00,0.0
3fjb,13.40,11.40,1.90,0.0
4bc3,2.90,2.70,0.20,0.0
1ldt,46.00,29.70,16.10,0.2
1zyb,10.00,7.50,2.40,0.0
1eq5,13.30,11.00,1.80,0.4
4mi2,4.10,4.10,0.00,0.0
3fla,12.40,11.20,1.20,0.0
3cau,22.70,0.00,0.00,22.7
2cwx,11.00,10.30,0.70,0.0
3me7,20.90,7.10,13.80,0.0
3ey8,11.70,10.60,1.10,0.0
3rya,11.50,10.70,0.80,0.0
1qa2,10.80,9.00,1.80,0.0
2k7w,15.10,15.10,0.00,0.0
2r0o,7.00,6.70,0.40,0.0
3o5e,14.80,7.60,7.20,0.0
2vha,13.00,11.90,1.00,0.0
3kt1,11.00,10.60,0.20,0.1
3g7u,7.90,7.20,0.70,0.0
2f2n,6.10,3.70,2.30,0.0
3vi1,7.20,6.90,0.30,0.1
1eqe,5.30,4.90,0.40,0.0
4l1n,5.10,4.70,0.40,0.0
3tee,5.30,3.90,1.50,0.0
4j8y,9.90,8.30,0.80,0.8
3stj,6.20,6.20,0.10,0.0
3oy9,10.30,9.70,0.50,0.1
4g3v,11.50,9.60,1.60,0.2
2vgh,0.00,0.00,0.00,0.0
3dg0,0.00,0.00,0.00,0.0
4b93,20.10,19.20,0.90,0.0
2jlz,11.10,9.80,1.30,0.0
1dpc,14.30,13.30,1.10,0.0
2y7e,7.90,7.30,0.50,0.0
2vpd,7.00,7.00,0.00,0.0
3ixx,3.90,0.00,0.00,3.9
2nxl,7.60,6.70,0.90,0.0
3blj,8.80,8.00,0.80,0.0
4aom,12.20,7.90,3.60,0.7
3l5x,9.00,8.60,0.30,0.0
3vtx,8.00,6.40,1.40,0.2
3shw,10.20,8.90,1.30,0.0
2q10,10.10,9.10,0.90,0.2
1nzr,12.90,11.60,1.30,0.0
1jxg,20.90,17.20,3.70,0.0
1zuk,8.70,7.00,1.70,0.0
1o1y,8.20,6.80,0.70,0.7
1af2,9.40,8.70,0.70,0.0
1tdy,8.10,7.20,1.00,0.0
3vv3,11.40,11.20,0.10,0.1
3p7m,14.90,14.50,0.40,0.0
3e38,15.70,14.90,0.50,0.3
3dg5,0.00,0.00,0.00,0.0
2vvx,11.20,10.80,0.40,0.0
2kwy,4.40,4.40,0.00,0.0
4hh2,14.10,13.50,0.60,0.0
1kh7,16.20,15.30,0.90,0.0
3kxq,6.00,5.90,0.10,0.0
1j26,4.20,4.20,0.00,0.0
2x1a,5.70,3.60,2.20,0.0
4m8k,8.80,8.70,0.10,0.0
1yi7,10.70,10.60,0.10,0.0
4gwn,16.30,16.00,0.30,0.0
3cmh,15.40,15.40,0.00,0.0
2uz8,12.20,11.10,1.10,0.0
4hpa,11.40,9.90,1.50,0.0
2jkd,8.40,8.20,0.20,0.0
1p9j,0.70,0.70,0.00,0.0
2a3k,11.40,10.20,0.90,0.2
2p8e,11.70,10.70,0.70,0.3
3dny,0.00,0.00,0.00,0.0
1y1i,13.40,12.70,0.40,0.2
4bmf,0.30,0.30,0.00,0.0
395d,8.50,5.60,0.00,2.8
2q27,13.60,12.60,0.90,0.0
3b0l,9.20,8.70,0.50,0.0
3iee,9.70,8.50,1.20,0.0
3qat,5.80,5.50,0.30,0.0
3rra,5.90,5.40,0.50,0.0
4gp7,10.40,9.70,0.70,0.0
2w50,9.10,7.80,1.20,0.0
1j9e,11.00,6.40,3.00,1.7
1mes,18.10,15.30,2.80,0.0
3sz8,6.10,6.10,0.10,0.0
3dwu,0.00,0.00,0.00,0.0
3qwv,5.80,5.40,0.40,0.0
1ncw,11.30,11.30,0.00,0.0
4mp4,12.40,11.50,0.90,0.0
4eiz,10.90,10.60,0.20,0.1
1kte,10.40,9.30,1.20,0.0
2r8x,5.30,5.10,0.20,0.0
3ep2,0.00,0.00,0.00,0.0
2xd3,17.00,16.20,0.80,0.0
3p37,8.80,8.10,0.60,0.0
2x4x,15.10,13.70,1.50,0.0
2qos,12.70,12.40,0.30,0.0
1b80,7.70,6.70,1.00,0.0
4avm,4.80,2.50,2.30,0.0
1ye2,13.40,13.20,0.20,0.0
4gqk,7.10,6.60,0.50,0.0
3eq3,0.00,0.00,0.00,0.0
2hlj,13.80,8.00,5.70,0.0
1lhk,8.90,7.00,1.90,0.0
1et8,12.50,11.00,1.30,0.2
3kpr,7.50,6.50,1.00,0.0
2h5u,13.80,13.70,0.10,0.0
3k8w,6.80,5.70,1.10,0.0
3iyi,83.00,0.00,0.00,83.0
3scr,6.60,6.60,0.00,0.0
2gi3,11.60,9.80,1.80,0.0
4jmc,11.80,10.50,1.10,0.2
1wqn,6.30,5.40,0.90,0.0
8drh,0.00,0.00,0.00,0.0
1czp,17.40,16.20,1.20,0.0
2xod,15.30,13.10,1.30,0.9
4irt,8.10,7.90,0.30,0.0
161l,13.00,10.50,2.50,0.0
3ab8,14.60,13.10,1.40,0.0
2afb,8.80,8.10,0.70,0.0
8pch,22.80,21.30,1.50,0.0
4jho,7.20,6.70,0.50,0.0
5eas,13.60,13.30,0.30,0.0
3zvh,12.70,12.40,0.30,0.0
3iyo,0.00,0.00,0.00,0.0
1czf,17.80,17.40,0.40,0.0
3xim,13.20,13.20,0.00,0.0
4b7c,9.80,8.70,1.10,0.0
3imh,4.30,4.00,0.30,0.0
1erf,0.00,0.00,0.00,0.0
166l,18.10,15.20,2.90,0.0
2pbh,60.80,42.80,18.00,0.0
3iyx,0.00,0.00,0.00,0.0
2chc,12.80,11.50,1.10,0.3
3ixa,5.10,5.10,0.00,0.0
4luq,8.00,7.10,0.90,0.0
2qmm,11.20,11.20,0.00,0.0
3s9j,10.10,9.40,0.70,0.0
2rrs,8.70,8.70,0.00,0.0
3iyy,0.00,0.00,0.00,0.0
3u4n,10.70,8.30,2.40,0.0
1g33,13.30,7.50,5.80,0.0
2rgl,7.80,7.70,0.10,0.0
4dnm,10.30,9.60,0.60,0.0
3sui,11.40,9.60,1.10,0.7
1zv2,11.00,10.20,0.80,0.0
3iz1,0.00,0.00,0.00,0.0
2rpq,2.20,2.20,0.00,0.0
1fdn,15.20,12.60,2.50,0.0
3ndc,9.60,9.30,0.30,0.0
4kvp,9.70,8.40,1.30,0.0
1vhc,13.00,12.90,0.10,0.0
1w0r,0.00,0.00,0.00,0.0
255d,4.60,4.60,0.00,0.0
2qsk,11.00,7.80,0.60,2.6
3iz2,0.00,0.00,0.00,0.0
4jhp,4.80,4.30,0.50,0.0
3js4,5.20,5.00,0.20,0.1
1ccb,14.30,14.30,0.00,0.0
2cf7,9.60,9.10,0.50,0.0
4b6x,12.50,10.20,2.30,0.0
2k1f,0.90,0.90,0.00,0.0
1w0s,0.00,0.00,0.00,0.0
4aks,9.40,8.30,1.10,0.0
